iteration	errD	errG	D_x	D_G_z1	D_G_z2
3373	0.00034	12.14457	0.99976	0.0001	2e-05
3374	0.00026	13.24584	0.99985	0.00011	1e-05
3375	0.00014	14.54767	0.99992	6e-05	1e-05
3376	8e-05	15.42327	0.99996	3e-05	0.0
3377	0.0326	11.76131	0.97077	2e-05	0.00026
3378	0.02077	8.49097	0.98539	0.00444	0.00607
3379	0.27312	9.3699	0.99269	0.16007	0.00306
3380	0.13739	10.97434	0.99634	0.08086	0.00154
3381	0.06885	11.82486	0.99815	0.04056	0.00077
3382	0.03457	12.027	0.99901	0.02037	0.0004
3383	0.018	11.37653	0.99913	0.01052	0.00024
3384	0.06255	7.17589	0.94893	0.00026	0.00098
3385	0.04633	7.54907	0.97427	0.01464	0.00094
3386	0.06053	10.59362	0.98709	0.03929	0.00047
3387	0.03093	13.45682	0.9929	0.01966	0.00024
3388	0.01752	14.6432	0.99441	0.00983	0.00012
3389	0.05932	12.19872	0.95395	0.00492	0.00012
3390	0.03279	8.53682	0.97684	0.00543	0.0077
3391	0.17671	8.92827	0.98833	0.12253	0.00396
3392	0.09623	10.13147	0.99404	0.0689	0.00201
3393	0.06415	11.04988	0.98195	0.03484	0.00103
3394	0.39222	8.65426	0.80257	0.01761	0.01003
3395	0.23927	6.59575	0.90124	0.04897	0.02113
3396	0.31164	7.9396	0.9506	0.14868	0.01063
3397	0.27053	8.69315	0.90137	0.07464	0.00539
3398	0.13609	8.33074	0.95061	0.03807	0.00313
3399	0.07023	7.79887	0.97523	0.02113	0.00253
3400	0.0463	7.76419	0.98504	0.01901	0.00193
3401	0.01075	8.66539	0.99966	0.01029	0.00039
3402	0.0251	9.80055	0.99903	0.02327	0.00021
3403	0.03339	10.15013	0.98251	0.01178	0.00036
3404	0.02925	11.08676	0.99047	0.01676	0.00019
3405	0.05222	9.16176	0.96462	0.00849	0.00074
3406	0.05861	9.09497	0.98144	0.0347	0.00046
3407	0.06557	9.11952	0.97088	0.03243	0.00035
3408	0.04533	9.80905	0.98531	0.02841	0.0002
3409	0.0278	10.20868	0.98832	0.01493	0.00013
3410	0.05542	7.12181	0.95725	0.00875	0.01127
3411	0.13756	7.14521	0.97857	0.09937	0.00623
3412	0.11482	8.35215	0.98025	0.08348	0.00317
3413	0.09509	8.49592	0.95763	0.0428	0.0017
3414	0.05241	8.21701	0.97794	0.02531	0.0011
3415	0.05571	8.82267	0.98713	0.03898	0.00061
3416	0.14761	7.14455	0.90582	0.02021	0.00377
3417	0.14292	6.67124	0.94102	0.05871	0.00345
3418	0.12811	9.48001	0.99972	0.11379	0.0001
3419	0.0655	10.4538	0.99972	0.05819	6e-05
3420	0.29031	8.48929	0.88155	0.02914	0.00095
3421	0.19569	6.71115	0.94064	0.06168	0.00596
3422	0.20464	8.3725	0.97029	0.1176	0.00301
3423	0.10392	9.70211	0.98494	0.06019	0.00152
3424	0.07769	9.56411	0.96949	0.03029	0.00086
3425	0.05726	7.92034	0.96984	0.01796	0.00381
3426	0.07359	8.78639	0.98173	0.04437	0.00195
3427	0.05767	8.43276	0.97315	0.02462	0.00216
3428	0.05087	8.80869	0.98027	0.02741	0.00117
3429	0.0411	8.06432	0.97736	0.01593	0.00105
3430	0.07325	9.75167	0.98393	0.05093	0.00053
3431	0.05733	10.04873	0.97255	0.02582	0.0003
3432	0.39532	6.20359	0.79785	0.01311	0.07786
3433	1.81577	5.92008	0.89871	0.40756	0.04292
3434	1.12021	8.78328	0.94856	0.35233	0.02146
3435	1.82112	10.16036	0.40232	9e-05	5e-05
3436	0.92368	7.82468	0.69245	0.0042	0.00238
3437	0.51207	6.61325	0.84469	0.04719	0.00378
3438	0.29709	6.51302	0.90291	0.0433	0.00293
3439	0.17751	7.17485	0.94734	0.04523	0.00171
3440	0.10579	7.61365	0.96073	0.02433	0.00103
3441	0.05798	7.59352	0.98029	0.01715	0.00081
3442	0.03408	7.63481	0.98917	0.01267	0.00065
3443	0.03799	7.67962	0.98321	0.01506	0.0006
3444	0.21019	4.20827	0.86512	0.0106	0.2584
3445	1.43237	5.35754	0.92936	0.46488	0.13023
3446	0.74507	7.64306	0.96041	0.25585	0.06516
3447	0.5197	9.30568	0.88178	0.12801	0.03259
3448	0.28053	9.31547	0.92154	0.06428	0.01647
3449	0.14715	8.70426	0.95442	0.03254	0.00854
3450	0.1248	6.75606	0.9456	0.02634	0.01282
3451	0.10425	6.28334	0.96334	0.04307	0.00835
3452	0.01182	7.76407	0.99839	0.01011	0.00093
3453	0.01787	7.6676	0.99118	0.00871	0.00089
3454	0.01349	7.96762	0.9939	0.0072	0.00066
3455	0.03105	6.77266	0.97883	0.0087	0.00363
3456	0.03371	8.04024	0.98789	0.02053	0.00191
3457	0.01825	9.81166	0.99375	0.01147	0.00097
3458	0.18186	7.27614	0.87836	0.00581	0.01292
3459	0.13001	5.94088	0.93861	0.03916	0.01297
3460	0.15245	7.29023	0.96927	0.09673	0.00661
3461	0.07709	9.3215	0.98457	0.04916	0.00332
3462	0.03875	11.06455	0.99212	0.02463	0.00166
3463	0.25014	8.81829	0.85278	0.01234	0.00304
3464	0.17341	7.10219	0.92623	0.04809	0.00431
3465	0.1108	7.33081	0.96292	0.04715	0.00256
3466	0.13133	8.89601	0.98125	0.0861	0.00134
3467	0.0683	10.33815	0.98961	0.04466	0.00072
3468	0.06512	9.72137	0.96674	0.02357	0.00114
3469	0.03421	8.79844	0.98972	0.02309	0.00035
3470	0.09078	5.34909	0.9362	0.02001	0.10898
3471	0.70193	6.07665	0.96802	0.34512	0.0552
3472	0.41805	7.39122	0.9477	0.19847	0.0277
3473	1.64233	4.76724	0.53211	0.10213	0.08221
3474	1.10132	3.7902	0.76565	0.24598	0.07878
3475	0.93991	4.89049	0.86579	0.37708	0.04088
3476	0.52356	6.15723	0.8965	0.20301	0.02087
3477	0.34001	6.62477	0.88229	0.10292	0.01113
3478	0.18593	5.98448	0.93112	0.057	0.00921
3479	0.1165	5.41174	0.95271	0.03836	0.00906
3480	0.28126	5.97008	0.92776	0.12318	0.00545
3481	0.15509	7.52452	0.95683	0.06868	0.00282
3482	0.09924	7.42601	0.95867	0.03564	0.00208
3483	0.24803	4.38364	0.87518	0.02286	0.16783
3484	0.8175	4.91755	0.93725	0.35211	0.08902
3485	0.45054	6.62368	0.95305	0.201	0.04464
3486	0.16456	8.4876	0.8608	0.00201	0.0004
3487	0.16563	6.46892	0.8649	0.00358	0.01091
3488	0.15634	6.19297	0.93153	0.06616	0.00737
3489	0.16418	5.51813	0.90955	0.04252	0.0117
3490	0.19802	6.78075	0.94962	0.10609	0.00604
3491	0.16756	7.07436	0.92377	0.05434	0.00371
3492	0.09272	7.15622	0.95674	0.03089	0.00311
3493	0.09398	7.06393	0.95949	0.03961	0.00293
3494	0.05075	7.72696	0.97912	0.02293	0.00165
3495	0.07396	6.29137	0.94566	0.01174	0.01113
3496	0.18436	7.06464	0.9727	0.12345	0.00581
3497	0.10633	7.97741	0.97806	0.06738	0.00303
3498	0.39047	6.3631	0.79348	0.03401	0.01977
3499	0.3503	5.47905	0.8963	0.13879	0.01802
3500	0.1896	6.00469	0.94424	0.0795	0.01012
3501	0.16702	7.74127	0.97113	0.10248	0.00516
3502	0.09195	8.86001	0.98053	0.05452	0.00266
3503	0.07633	8.19436	0.93546	0.00095	0.00092
3504	0.17106	5.48185	0.88215	0.00926	0.05762
3505	0.30359	6.42923	0.93788	0.15282	0.02931
3506	0.19657	8.57807	0.9666	0.11596	0.01468
3507	0.37276	8.74459	0.82072	0.05802	0.00746
3508	0.36573	5.26518	0.78766	0.03507	0.17442
3509	1.26963	5.03733	0.89379	0.40154	0.09525
3510	0.76577	7.13888	0.94676	0.30765	0.0477
3511	0.41242	9.35856	0.94691	0.1542	0.02385
3512	1.67528	7.41173	0.61292	0.0772	0.01466
3513	0.96483	4.33167	0.72193	0.05801	0.16558
3514	1.37867	4.5615	0.86094	0.43621	0.09395
3515	0.7564	6.26275	0.91549	0.26597	0.04741
3516	0.38789	7.63235	0.95428	0.13913	0.02396
3517	0.2473	8.76336	0.93522	0.06977	0.01205
3518	0.12468	8.27703	0.96743	0.03574	0.00654
3519	0.06862	7.39944	0.98338	0.02375	0.00546
3520	0.03387	7.49563	0.99911	0.03145	0.00143
3521	0.02282	8.04594	0.99902	0.02096	0.00095
3522	0.1338	6.08547	0.91556	0.01124	0.02023
3523	0.28956	6.39569	0.95666	0.17145	0.01103
3524	0.14693	8.28747	0.97792	0.08746	0.00554
3525	0.07485	9.77569	0.9877	0.04385	0.00278
3526	0.31135	7.53118	0.83395	0.02202	0.00439
3527	0.19151	4.87284	0.90023	0.0271	0.067
3528	0.25564	5.92998	0.95008	0.14768	0.03408
3529	0.13347	7.47916	0.97393	0.07835	0.01713
3530	0.06849	8.0173	0.9867	0.04066	0.00869
3531	0.14116	6.73918	0.91137	0.02069	0.00664
3532	0.09487	5.89716	0.95557	0.03327	0.00802
3533	0.06846	6.01349	0.96195	0.021	0.00549
3534	0.14057	7.52044	0.98093	0.1026	0.00301
3535	0.07238	9.37149	0.99031	0.05323	0.00156
3536	0.07304	9.45804	0.96263	0.02686	0.00105
3537	0.03879	5.88907	0.96691	0.00334	0.00733
3538	0.0569	6.89976	0.97599	0.02946	0.004
3539	0.04098	8.34818	0.98778	0.02622	0.00204
3540	0.02341	9.41374	0.99164	0.01378	0.00105
3541	0.10059	7.0767	0.9254	0.0072	0.01062
3542	0.14604	7.81149	0.96247	0.0853	0.00543
3543	0.08733	8.92437	0.96814	0.04344	0.00274
3544	0.08928	7.8093	0.94364	0.02227	0.00215
3545	0.06234	7.16181	0.96637	0.02285	0.00197
3546	0.19579	8.582	0.98305	0.14827	0.00101
3547	0.10021	11.3297	0.98927	0.07417	0.00051
3548	0.31095	10.18252	0.81805	0.0371	0.00044
3549	0.15746	8.1265	0.90783	0.01934	0.00843
3550	0.26442	8.06359	0.92772	0.11939	0.00442
3551	0.13329	8.97743	0.96348	0.06039	0.00228
3552	1.67285	6.3175	0.52445	0.03071	0.05823
3553	1.15728	5.16141	0.76216	0.2127	0.04006
3554	0.57618	7.5543	0.99975	0.41517	0.00081
3555	0.40274	8.19181	0.91274	0.20961	0.0007
3556	0.31168	7.13548	0.86692	0.10685	0.00573
3557	0.23353	7.42054	0.9332	0.12052	0.00366
3558	0.23965	6.86658	0.8809	0.06198	0.00365
3559	0.15398	6.26738	0.94042	0.06177	0.0044
3560	0.14287	7.12757	0.97017	0.09109	0.00244
3561	0.096	8.78793	0.96241	0.04608	0.00128
3562	0.05258	9.12502	0.97714	0.02351	0.00074
3563	0.03351	8.24238	0.985	0.01535	0.00094
3564	0.03374	7.2609	0.97794	0.0096	0.00302
3565	0.22719	7.61536	0.98798	0.16201	0.00182
3566	0.11712	9.55362	0.99162	0.08215	0.00092
3567	0.27267	7.68458	0.84242	0.04152	0.00334
3568	0.17121	6.04334	0.92077	0.05328	0.01063
3569	0.25617	6.92446	0.95821	0.15859	0.00563
3570	0.14313	8.16989	0.96774	0.08265	0.00286
3571	0.02529	9.56207	0.97603	0.00075	9e-05
3572	0.44043	6.24646	0.77637	0.00929	0.04314
3573	0.70671	5.37524	0.88782	0.25872	0.02911
3574	0.40712	6.6642	0.94234	0.17736	0.01485
3575	0.22119	8.14947	0.9561	0.09054	0.00749
3576	0.1187	9.26261	0.97036	0.04556	0.00379
3577	0.06834	8.67477	0.9773	0.0236	0.00226
3578	0.08776	6.57307	0.94479	0.01362	0.01056
3579	0.15303	7.22727	0.96265	0.09191	0.00555
3580	0.07985	9.19965	0.98123	0.04917	0.00281
3581	0.06652	9.84565	0.96605	0.02471	0.00144
3582	0.13867	6.90167	0.89332	0.01298	0.02161
3583	0.41192	7.55993	0.94621	0.195	0.01119
3584	0.37462	9.50725	0.97189	0.22245	0.00561
3585	0.189	12.76687	0.98431	0.11127	0.00281
3586	0.41551	11.7488	0.7991	0.05564	0.00143
3587	0.37712	7.16904	0.80622	0.03623	0.09638
3588	0.83902	5.77348	0.99664	0.4396	0.00516
3589	0.44611	7.14319	0.9965	0.24353	0.00287
3590	0.25221	7.99574	0.97453	0.12576	0.00179
3591	0.26503	7.4638	0.92158	0.06356	0.00226
3592	0.14299	6.33611	0.96041	0.04168	0.0057
3593	0.17125	7.43759	0.98009	0.10794	0.00296
3594	0.08954	9.23517	0.98712	0.05495	0.00149
3595	0.07886	9.90338	0.96307	0.0275	0.00076
3596	0.05602	8.03703	0.96696	0.01432	0.00178
3597	0.04685	7.31584	0.97945	0.02168	0.00185
3598	0.04558	7.2438	0.97689	0.0195	0.00146
3599	0.03179	8.80817	0.98681	0.01702	0.00076
3600	0.01773	10.10078	0.99317	0.0101	0.00039
3601	0.01099	10.92357	0.99452	0.00509	0.0002
3602	0.01928	8.72269	0.98508	0.00262	0.0011
3603	0.02737	9.47022	0.99245	0.01856	0.00057
3604	0.02309	9.86331	0.9873	0.00939	0.00031
3605	0.00232	9.07745	0.998	0.00032	0.00014
3606	0.00253	8.43106	0.99864	0.00117	0.00031
3607	0.01706	6.79402	0.98827	0.00494	0.0037
3608	0.0213	8.59394	0.99413	0.01493	0.00187
3609	0.01442	9.62743	0.99408	0.00822	0.00096
3610	0.00742	10.79222	0.9969	0.00418	0.00049
3611	0.00381	11.52614	0.99838	0.00212	0.00025
3612	0.00293	10.6975	0.99826	0.00115	0.00021
3613	0.00224	10.71	0.99901	0.00123	0.00014
3614	0.01433	8.09526	0.98715	0.00074	0.0374
3615	0.20925	9.12257	0.99354	0.11519	0.01875
3616	0.10564	10.88413	0.99654	0.05838	0.00938
3617	0.22531	10.44788	0.91328	0.0292	0.00475
3618	0.11503	8.53552	0.95488	0.01522	0.00539
3619	0.09105	8.11399	0.97742	0.03533	0.00297
3620	0.04758	8.49307	0.98863	0.01963	0.0016
3621	0.02534	8.82365	0.99348	0.01053	0.00092
3622	0.00937	9.67158	0.99953	0.00881	0.00016
3623	0.01112	8.78473	0.99462	0.0056	0.00037
3624	0.00848	8.56116	0.99635	0.00475	0.00033
3625	0.04805	5.30818	0.96028	0.00297	0.10782
3626	1.04827	6.16656	0.9799	0.4124	0.05458
3627	0.53363	8.65435	0.98894	0.21456	0.0273
3628	0.35461	9.94271	0.92574	0.10736	0.01366
3629	0.26793	9.68516	0.88652	0.05372	0.00692
3630	0.15383	7.03884	0.93893	0.04186	0.0116
3631	0.12763	6.04742	0.94887	0.03705	0.00997
3632	0.23227	7.50183	0.974	0.15727	0.00508
3633	0.27302	7.87258	0.86112	0.07888	0.00268
3634	0.13937	6.98439	0.92986	0.04159	0.00258
3635	0.09001	6.45176	0.96468	0.04031	0.00278
3636	0.07039	6.16563	0.96203	0.02424	0.00292
3637	0.03857	6.35733	0.97963	0.01407	0.00227
3638	0.04703	8.04881	0.98931	0.0335	0.00116
3639	0.1621	6.79678	0.86731	0.00036	0.00155
3640	0.08555	5.69785	0.93291	0.0039	0.00881
3641	0.08989	7.1576	0.96643	0.04613	0.00456
3642	0.04938	8.82462	0.98307	0.02732	0.0023
3643	0.29302	7.32028	0.82545	0.01373	0.00322
3644	0.17367	5.42849	0.9123	0.03255	0.02707
3645	0.14041	6.07878	0.95615	0.06362	0.01451
3646	0.07582	7.18476	0.97804	0.03731	0.00749
3647	0.04123	7.88094	0.98813	0.02107	0.0039
3648	0.02125	8.45662	0.99403	0.01113	0.00203
3649	0.012	8.56273	0.99691	0.00683	0.00117
3650	0.00781	8.69118	0.99839	0.00514	0.00074
3651	0.01557	7.7797	0.98838	0.00298	0.00148
3652	0.04462	8.40178	0.99406	0.03442	0.00084
3653	0.03509	9.1915	0.9856	0.01798	0.00053
3654	0.02376	9.56054	0.98959	0.01192	0.00039
3655	0.0182	9.27087	0.98983	0.00723	0.00033
3656	0.00748	8.56982	0.9955	0.00294	0.00038
3657	0.0097	10.10715	0.99696	0.00659	0.0002
3658	0.00518	11.55211	0.99823	0.00337	0.0001
3659	0.00302	12.58012	0.99871	0.0017	5e-05
3660	0.39066	8.30438	0.78513	0.00094	0.02163
3661	0.38693	7.16654	0.89248	0.14035	0.01427
3662	0.21564	7.5535	0.94617	0.09081	0.00759
3663	0.11032	8.49307	0.97307	0.04788	0.00392
3664	0.05872	8.98033	0.98642	0.02734	0.00214
3665	0.07539	7.7625	0.95608	0.01504	0.0033
3666	0.09789	8.35677	0.97804	0.05923	0.00175
3667	0.05092	9.66191	0.98893	0.0315	0.00091
3668	0.02822	10.56182	0.99335	0.01737	0.0005
3669	0.68292	6.68313	0.7452	0.02447	0.10061
3670	0.82939	6.57837	0.87213	0.24788	0.05135
3671	0.44047	7.84558	0.93606	0.14879	0.02594
3672	0.22218	9.21633	0.96787	0.07616	0.01309
3673	0.00409	10.81306	0.99984	0.00391	0.00044
3674	0.00835	10.97596	0.99869	0.0069	0.00043
3675	0.02719	10.1352	0.97895	0.00439	0.00062
3676	0.01712	8.82688	0.9894	0.0056	0.00084
3677	0.01587	8.4768	0.99464	0.00992	0.00057
3678	0.0094	8.683	0.99698	0.00609	0.00039
3679	0.02398	7.69534	0.98213	0.00389	0.00133
3680	0.02718	8.78367	0.99015	0.01597	0.00071
3681	0.01407	10.57488	0.99495	0.00834	0.00037
3682	0.00716	12.00071	0.99744	0.00426	0.00019
3683	0.00364	12.71574	0.99868	0.00215	0.0001
3684	0.00925	11.32469	0.99203	0.00109	0.00014
3685	0.00816	11.50127	0.99599	0.00402	8e-05
3686	0.0042	11.97317	0.99794	0.00208	4e-05
3687	0.00213	12.73428	0.99896	0.00105	2e-05
3688	0.00115	12.69781	0.99947	0.0006	2e-05
3689	0.00066	12.96367	0.99973	0.00038	2e-05
3690	0.00025	13.30163	0.99989	0.00014	1e-05
3691	0.00024	13.24764	0.99988	0.00012	1e-05
3692	0.00034	12.97408	0.99974	8e-05	1e-05
3693	0.00039	12.31137	0.99969	8e-05	1e-05
3694	0.00024	12.27664	0.99984	8e-05	1e-05
3695	0.02073	8.71218	0.98038	9e-05	0.00637
3696	0.03296	9.1809	0.99019	0.02134	0.00325
3697	0.01705	10.33899	0.99507	0.01122	0.00167
3698	0.00884	11.52532	0.99754	0.00592	0.00088
3699	0.00456	12.25056	0.99875	0.00308	0.00047
3700	0.00238	12.77243	0.99937	0.00164	0.00027
3701	0.00125	12.99209	0.99966	0.00086	0.00015
3702	0.00068	12.94355	0.99979	0.00044	8e-05
3703	0.00045	12.48581	0.99983	0.00027	6e-05
3704	0.00027	12.05768	0.99991	0.00017	5e-05
3705	0.00023	11.55119	0.99995	0.00018	4e-05
3706	0.00017	11.74479	0.99994	0.0001	3e-05
3707	0.00014	11.74862	0.99995	9e-05	1e-05
3708	0.00011	11.90919	0.99994	6e-05	1e-05
3709	0.0001	12.1836	0.99995	4e-05	1e-05
3710	0.00098	10.70464	0.99904	3e-05	0.0001
3711	0.0021	12.14232	0.99952	0.0016	5e-05
3712	0.00105	14.4331	0.99976	0.0008	3e-05
3713	0.00053	16.10488	0.99988	0.0004	1e-05
3714	0.00033	16.98041	0.99987	0.0002	1e-05
3715	0.0002	17.345	0.9999	0.0001	0.0
3716	0.01092	15.6252	0.98935	5e-05	0.0
3717	0.00548	12.90475	0.99466	3e-05	3e-05
3718	0.00339	10.38938	0.99733	0.00067	0.00025
3719	0.01084	11.30709	0.99866	0.00928	0.00013
3720	0.00571	12.53676	0.99933	0.00493	7e-05
3721	0.00295	13.31425	0.99964	0.00254	4e-05
3722	0.00162	13.05652	0.99982	0.00141	3e-05
3723	0.00175	13.35211	0.9999	0.00163	1e-05
3724	0.0004	13.55415	0.99995	0.00036	0.0
3725	0.00041	13.43588	0.99989	0.00029	0.0
3726	0.33982	8.88842	0.78948	0.00018	0.00799
3727	0.21322	5.97103	0.89474	0.04042	0.03417
3728	0.49837	6.89429	0.94736	0.28063	0.01756
3729	0.25283	9.00336	0.97366	0.14392	0.0088
3730	0.13563	10.21855	0.97908	0.07296	0.00443
3731	0.06981	11.03045	0.98778	0.0367	0.00224
3732	0.03836	10.68373	0.99082	0.01867	0.00119
3733	0.02535	9.94649	0.98966	0.00956	0.00072
3734	0.01374	8.78466	0.99465	0.00566	0.00078
3735	0.0186	8.74068	0.99686	0.01379	0.00049
3736	0.27634	5.49797	0.80763	0.00753	0.05705
3737	0.77311	6.7167	0.90344	0.36049	0.02882
3738	0.39348	9.00121	0.95108	0.18646	0.01443
3739	0.20326	11.3076	0.96951	0.09335	0.00722
3740	0.72263	9.9698	0.6887	0.04669	0.00384
3741	0.03397	3.59489	0.97074	0.00304	0.05468
3742	0.25264	5.32029	0.98533	0.16511	0.02799
3743	0.13539	6.94415	0.99249	0.09135	0.01412
3744	0.06787	9.34386	0.99619	0.04579	0.00707
3745	0.03433	9.87743	0.9979	0.0231	0.00358
3746	0.01936	9.03999	0.99829	0.01307	0.00207
3747	0.05128	9.67906	0.99255	0.03895	0.0011
3748	0.04298	9.53117	0.98264	0.02264	0.00084
3749	0.04869	8.62196	0.97371	0.01291	0.00168
3750	0.05414	9.48963	0.98577	0.03382	0.00087
3751	0.0559	7.78382	0.96696	0.01789	0.0019
3752	0.04052	7.90399	0.98331	0.02068	0.00114
3753	0.02653	8.06102	0.9883	0.01322	0.00078
3754	0.03132	6.71708	0.97889	0.0085	0.00438
3755	0.09149	8.46142	0.98937	0.07247	0.00221
3756	0.05134	10.34033	0.98965	0.03674	0.00111
3757	0.03041	11.88807	0.99019	0.01843	0.00056
3758	0.09929	8.79788	0.91755	0.00011	0.0025
3759	0.07386	8.10439	0.95103	0.01517	0.00162
3760	0.04423	7.67372	0.97505	0.01434	0.00143
3761	0.02392	8.35606	0.98657	0.00802	0.00088
3762	0.03566	5.87471	0.97263	0.00641	0.02912
3763	0.59389	7.20413	0.98631	0.29828	0.01474
3764	0.29878	10.76144	0.99158	0.14938	0.00737
3765	1.51208	8.51666	0.56374	0.07471	0.00482
3766	0.75753	6.05922	0.78152	0.03849	0.02541
3767	0.81842	5.89048	0.88873	0.24276	0.01555
3768	0.49244	6.97261	0.94411	0.19087	0.00806
3769	0.25268	8.7144	0.96735	0.09708	0.00405
3770	0.33369	6.95251	0.87152	0.04985	0.00902
3771	0.24439	6.29989	0.93514	0.07803	0.00695
3772	0.13267	6.93262	0.96701	0.04874	0.00412
3773	0.09127	8.16653	0.98324	0.04781	0.00215
3774	0.08663	8.66971	0.96897	0.02418	0.00114
3775	0.01523	7.54981	0.98633	0.00089	0.0006
3776	0.00878	7.38008	0.99261	0.00105	0.00073
3777	0.03984	7.42551	0.98175	0.01877	0.0007
3778	0.03322	9.30348	0.99085	0.02213	0.00037
3779	0.52439	6.28008	0.77637	0.01127	0.07167
3780	0.84847	6.1319	0.88781	0.27507	0.0375
3781	0.44999	7.4015	0.93677	0.15546	0.01893
3782	0.30909	7.55924	0.90378	0.07928	0.01041
3783	0.21461	7.18324	0.92376	0.06454	0.00692
3784	0.12535	6.89302	0.95135	0.03944	0.00535
3785	0.17358	8.67036	0.97423	0.1083	0.0027
3786	0.09559	10.63968	0.97912	0.05476	0.00135
3787	0.65262	6.68436	0.69979	0.02774	0.05389
3788	0.58908	6.15226	0.8472	0.20052	0.02971
3789	0.43015	7.22373	0.89513	0.18722	0.015
3790	0.21941	8.50684	0.94538	0.09574	0.00754
3791	0.14521	9.38236	0.94024	0.04796	0.00379
3792	0.00775	7.24624	0.9982	0.00591	0.00145
3793	0.01724	7.0696	0.99269	0.00973	0.0014
3794	0.03202	8.70211	0.99245	0.02347	0.00072
3795	0.2104	6.0708	0.86652	0.01251	0.04754
3796	0.19207	6.02839	0.93185	0.08039	0.02543
3797	0.13726	7.64225	0.96567	0.07643	0.01277
3798	0.06986	9.27694	0.98241	0.03902	0.0064
3799	0.19562	8.39624	0.90331	0.01956	0.00353
3800	0.10608	6.33935	0.95108	0.01739	0.0106
3801	0.09323	7.04192	0.97455	0.04472	0.0056
3802	0.04952	8.22095	0.9872	0.02517	0.00285
3803	0.04649	8.26037	0.97318	0.01272	0.00162
3804	0.02537	7.35083	0.98636	0.00825	0.00199
3805	0.02039	8.04215	0.99314	0.01169	0.00108
3806	0.01365	9.1282	0.99651	0.00922	0.00056
3807	0.02269	8.93654	0.98365	0.00464	0.00037
3808	0.0142	8.0213	0.99166	0.005	0.00064
3809	0.04529	11.99565	0.99996	0.04379	1e-05
3810	0.0238	13.75918	0.99885	0.02191	0.0
3811	0.01193	14.48982	0.9994	0.01096	0.0
3812	0.00673	13.97199	0.99896	0.0055	0.0
3813	0.0113	12.08093	0.99223	0.00278	4e-05
3814	0.00817	9.75974	0.99457	0.00236	0.00039
3815	0.01872	10.81387	0.99728	0.01547	0.0002
3816	0.07705	9.63483	0.9726	0.0079	0.00036
3817	0.05686	10.14357	0.98578	0.01975	0.0002
3818	0.02917	10.48402	0.99265	0.01037	0.00011
3819	0.01541	10.55269	0.99576	0.00544	8e-05
3820	0.00983	10.53475	0.99747	0.00443	8e-05
3821	0.021	8.31703	0.98581	0.00442	0.00194
3822	0.01546	9.46629	0.99261	0.0068	0.00101
3823	0.33045	5.37066	0.80498	0.00514	0.18108
3824	2.06031	4.68863	0.90222	0.48942	0.13769
3825	1.09897	7.21486	0.94908	0.3041	0.06894
3826	0.01422	12.12771	0.98775	0.00124	2e-05
3827	0.03904	13.32889	0.96855	0.00062	1e-05
3828	0.17823	11.61163	0.87733	0.00032	4e-05
3829	0.09055	8.6608	0.93855	0.00147	0.00494
3830	0.17393	8.29884	0.96914	0.09753	0.00313
3831	0.09013	9.75723	0.98389	0.05118	0.00166
3832	0.04581	10.24747	0.99182	0.02621	0.0009
3833	0.02866	10.53721	0.99278	0.01566	0.0008
3834	0.01645	10.68563	0.99631	0.00986	0.00057
3835	0.01276	9.94164	0.99417	0.00541	0.00049
3836	0.02831	7.36849	0.97912	0.00385	0.0082
3837	0.48855	7.95294	0.98936	0.27456	0.00438
3838	0.24625	10.36704	0.99333	0.13789	0.00219
3839	0.29087	11.08792	0.89237	0.06896	0.0011
3840	0.22603	8.74055	0.88826	0.03485	0.00206
3841	0.13297	6.38282	0.94372	0.03642	0.01307
3842	0.09823	6.46878	0.97148	0.04816	0.00755
3843	0.05558	9.32031	0.99991	0.0531	0.00014
3844	0.03806	9.63459	0.99098	0.02758	0.0001
3845	0.01936	10.51331	0.99522	0.01386	6e-05
3846	0.01073	10.52519	0.99667	0.00703	5e-05
3847	0.01116	9.18421	0.99309	0.00401	0.0006
3848	0.00985	9.6002	0.99609	0.00577	0.00034
3849	0.01632	8.02069	0.9876	0.0036	0.0028
3850	0.07765	10.32357	0.9871	0.05799	0.00141
3851	0.03908	13.17002	0.99332	0.02902	0.0007
3852	0.43522	10.98915	0.79132	0.01451	0.00056
3853	0.22237	6.88066	0.8921	0.00842	0.04591
3854	0.7514	7.86518	0.94601	0.32834	0.02311
3855	0.4432	10.13378	0.92965	0.16524	0.01156
3856	0.23907	11.41088	0.95036	0.08275	0.00579
3857	0.12387	12.42149	0.9709	0.04139	0.00289
3858	0.06292	12.11611	0.98451	0.02073	0.00146
3859	0.06383	9.64147	0.96412	0.01058	0.00156
3860	0.02843	7.05315	0.99907	0.02701	0.00128
3861	0.0166	7.84149	0.99842	0.01477	0.00077
3862	0.00871	8.6871	0.99911	0.00769	0.00044
3863	0.02218	7.62651	0.98753	0.00882	0.001
3864	0.0174	8.80246	0.99175	0.00866	0.00053
3865	0.00933	10.04964	0.99546	0.00455	0.00027
3866	0.00502	11.08726	0.9974	0.0023	0.00014
3867	0.00416	10.91744	0.99708	0.00117	9e-05
3868	0.00218	10.40019	0.99851	0.00066	9e-05
3869	0.0024	9.3844	0.99829	0.00067	0.0002
3870	0.00249	11.22442	0.99908	0.00155	0.0001
3871	0.00144	13.01466	0.99936	0.00079	5e-05
3872	0.0008	14.04426	0.9996	0.0004	3e-05
