iteration	errD	errG	D_x	D_G_z1	D_G_z2
1109	0.16711	4.80117	0.89627	0.04262	0.01752
1110	0.20479	5.56648	0.91753	0.10046	0.01013
1111	0.14353	6.42523	0.93482	0.06592	0.00558
1112	0.09132	6.75819	0.95181	0.03491	0.00329
1113	0.12796	4.86931	0.90909	0.02275	0.03749
1114	0.47635	5.60237	0.94563	0.23714	0.02034
1115	0.25622	6.62871	0.96036	0.12388	0.01073
1116	0.2955	5.99534	0.85457	0.0659	0.01858
1117	0.25981	4.80623	0.85793	0.05616	0.04687
1118	0.35203	5.20762	0.92222	0.18573	0.02576
1119	0.20856	5.97669	0.94023	0.10332	0.01448
1120	0.38855	5.18501	0.834	0.06733	0.01814
1121	0.25783	5.21117	0.9066	0.08082	0.01388
1122	0.16335	5.85791	0.95035	0.07024	0.00903
1123	0.11072	6.25821	0.91468	0.01339	0.00501
1124	0.08555	6.24039	0.94373	0.02188	0.00413
1125	0.08274	5.5064	0.94404	0.01873	0.00782
1126	0.14267	6.24927	0.96749	0.0892	0.00483
1127	0.18688	6.02129	0.9159	0.05096	0.01006
1128	0.18495	6.55337	0.95002	0.09625	0.00552
1129	0.11223	7.01757	0.97155	0.0641	0.00312
1130	0.43268	5.11377	0.76941	0.04791	0.02725
1131	0.66051	5.47542	0.87715	0.22387	0.01773
1132	0.52015	6.7037	0.91845	0.24074	0.00931
1133	0.35496	7.17049	0.88703	0.12489	0.00499
1134	0.23012	6.64355	0.90218	0.06694	0.0038
1135	0.22149	5.24838	0.8828	0.04694	0.02365
1136	0.36123	5.95296	0.93257	0.16109	0.01279
1137	0.20185	6.88271	0.95483	0.08995	0.00691
1138	0.15729	6.55192	0.93109	0.04936	0.0062
1139	0.15959	7.29873	0.95853	0.09034	0.0034
1140	0.03816	8.63018	0.97007	0.0069	0.00025
1141	0.15149	5.92579	0.90155	0.01298	0.03579
1142	0.80407	6.46567	0.93058	0.35183	0.0187
1143	0.73935	6.19709	0.77838	0.19803	0.01175
1144	0.46825	5.52496	0.84311	0.14183	0.0108
1145	0.32188	5.73876	0.89051	0.11926	0.00685
1146	0.224	6.16564	0.92123	0.09328	0.00422
1147	0.27829	5.31752	0.86337	0.05441	0.02038
1148	0.39971	5.4	0.91466	0.19164	0.01249
1149	0.21784	6.17657	0.95021	0.10633	0.00702
1150	0.12127	6.73049	0.96755	0.05779	0.0042
1151	0.09065	6.49035	0.96414	0.03639	0.00426
1152	0.13562	5.36505	0.92431	0.03858	0.01563
1153	0.26672	6.10517	0.929	0.15178	0.00863
1154	0.17738	6.93246	0.93047	0.08227	0.00567
1155	0.23697	6.38268	0.88076	0.07169	0.00481
1156	0.14492	5.59897	0.92159	0.04271	0.00715
1157	0.35033	7.0107	0.99436	0.27554	0.00125
1158	0.22313	7.47723	0.95667	0.14096	0.00098
1159	0.15655	6.71646	0.94057	0.073	0.0083
1160	0.19944	6.95848	0.96209	0.1147	0.00475
1161	0.13451	6.968	0.95301	0.06131	0.00361
1162	0.19458	5.66388	0.90412	0.04486	0.01371
1163	0.22495	6.24531	0.94877	0.12457	0.00749
1164	0.12609	7.15599	0.96569	0.06704	0.00394
1165	0.10523	6.86119	0.9466	0.03565	0.00284
1166	0.10574	5.44635	0.9354	0.02646	0.01232
1167	0.21587	6.97728	0.96229	0.13983	0.00638
1168	0.47014	6.12575	0.77103	0.07554	0.01126
1169	0.3329	6.16451	0.88217	0.1168	0.00678
1170	0.19076	6.62762	0.93566	0.07683	0.00389
1171	0.18116	6.43083	0.91351	0.05429	0.00304
1172	0.11751	6.68289	0.94784	0.04439	0.00245
1173	0.0823	6.67874	0.95647	0.02738	0.00239
1174	0.064	8.61777	0.99144	0.0526	0.0002
1175	0.04203	8.6184	0.98686	0.02733	0.00022
1176	0.0668	6.24482	0.95336	0.01563	0.01455
1177	0.16632	6.8663	0.96465	0.10717	0.00781
1178	0.09839	7.72268	0.97796	0.06419	0.00409
1179	0.20318	6.92602	0.88326	0.03307	0.00721
1180	0.23237	6.93921	0.93998	0.11441	0.00416
1181	0.12659	7.17832	0.96401	0.06153	0.00295
1182	0.08105	7.11673	0.96887	0.03484	0.00349
1183	0.05381	7.55379	0.98201	0.02789	0.00241
1184	0.06005	6.94278	0.96385	0.01628	0.0025
1185	0.04577	6.7421	0.97577	0.01743	0.00223
1186	0.03709	7.66028	0.98621	0.02101	0.00126
1187	0.02119	8.68984	0.99122	0.01126	0.00068
1188	0.54748	5.98645	0.71413	0.00631	0.02502
1189	0.52556	6.07001	0.85489	0.19513	0.01391
1190	0.35771	6.82299	0.90601	0.16173	0.00732
1191	0.17218	7.87519	0.88301	0.0034	0.00069
1192	0.09419	7.36942	0.93946	0.00767	0.00146
1193	0.06703	6.87372	0.96464	0.01827	0.00177
1194	0.06085	7.36058	0.97501	0.02812	0.00111
1195	0.04791	7.59398	0.97537	0.01893	0.00077
1196	0.11179	4.82347	0.91692	0.01241	0.06992
1197	1.24035	5.61223	0.95701	0.45532	0.03584
1198	0.65577	7.04298	0.97064	0.25431	0.01804
1199	0.49765	7.84331	0.85658	0.12762	0.00912
1200	0.55149	6.24951	0.74496	0.06574	0.01111
1201	0.44255	5.67317	0.85939	0.1567	0.01006
1202	0.31786	6.22166	0.91019	0.14091	0.00612
1203	0.21641	6.51697	0.91852	0.0779	0.00405
1204	0.1423	6.30329	0.93735	0.04677	0.00376
1205	0.10498	6.014	0.95455	0.04164	0.00382
1206	0.13957	6.91852	0.95396	0.07464	0.00216
1207	0.24426	5.62502	0.86527	0.04004	0.01126
1208	0.75505	4.0342	0.76274	0.23491	0.02258
1209	0.55545	5.90211	0.87954	0.26081	0.01157
1210	0.29952	7.56113	0.92194	0.13231	0.00584
1211	0.35785	6.71998	0.82959	0.0669	0.00473
1212	0.24808	6.09611	0.91046	0.09212	0.00513
1213	0.16091	6.44629	0.94809	0.07434	0.0032
1214	0.12576	6.67026	0.9471	0.05167	0.00221
1215	0.11732	7.60888	0.97199	0.07556	0.00124
1216	0.11634	7.38051	0.94023	0.04108	0.00114
1217	0.08018	7.3543	0.96479	0.03655	0.00099
1218	0.06425	7.41184	0.96812	0.02744	0.00083
1219	0.06665	7.99707	0.97136	0.03309	0.00058
1220	0.06915	7.4795	0.96157	0.01962	0.00161
1221	0.07766	8.28005	0.97684	0.04673	0.00089
1222	0.10017	7.84421	0.94668	0.02548	0.00092
1223	0.08826	6.89997	0.95097	0.02699	0.00242
1224	0.12974	8.05083	0.96067	0.07584	0.00127
1225	0.0126	10.74041	0.98843	0.00091	3e-05
1226	0.05265	9.45937	0.95298	0.00057	0.00023
1227	0.03537	7.63594	0.97459	0.00734	0.00188
1228	0.07752	8.52893	0.98445	0.05645	0.00098
1229	0.11229	8.48455	0.94807	0.02871	0.00064
1230	0.05971	7.75279	0.97291	0.01679	0.00095
1231	0.04655	7.633	0.98402	0.02235	0.00079
1232	0.06779	6.60217	0.95728	0.01217	0.0029
1233	0.18338	7.27283	0.97662	0.1258	0.00171
1234	0.11997	8.40359	0.97839	0.08043	0.0009
1235	0.2052	7.63831	0.88678	0.04079	0.00119
1236	0.16087	7.666	0.93644	0.0685	0.001
1237	0.30232	6.09924	0.85331	0.05464	0.01205
1238	0.50465	7.11272	0.92315	0.24403	0.00624
1239	0.29175	7.88432	0.94644	0.14488	0.00323
1240	0.25258	7.47863	0.90902	0.08841	0.00211
1241	0.20932	7.57972	0.95246	0.11681	0.00138
1242	0.46675	5.51684	0.72936	0.07617	0.00731
1243	0.34264	6.52642	0.85938	0.12174	0.00396
1244	0.26297	7.01553	0.89017	0.0747	0.00229
1245	0.38381	5.08024	0.78886	0.0443	0.02351
1246	0.40433	5.71669	0.89382	0.19246	0.01297
1247	0.25021	7.09886	0.94085	0.13527	0.0067
1248	0.14159	7.80618	0.96184	0.07517	0.00352
1249	0.24248	6.40445	0.86622	0.0423	0.01221
1250	0.45143	6.61743	0.93103	0.20427	0.00697
1251	0.27129	7.68551	0.96057	0.13974	0.00359
1252	0.24095	7.05226	0.91127	0.07492	0.00268
1253	0.17695	6.8828	0.94184	0.07637	0.00233
1254	0.12722	7.3193	0.95958	0.06404	0.00144
1255	0.11251	6.9223	0.94091	0.03526	0.00202
1256	0.10814	6.91494	0.95175	0.04737	0.00161
1257	0.0667	7.43736	0.97149	0.03177	0.00104
1258	0.04229	7.73122	0.97864	0.01756	0.00074
1259	0.01243	7.90592	0.99589	0.00823	0.00047
1260	0.03282	8.75108	0.98804	0.01991	0.00028
1261	0.02333	9.50526	0.99047	0.01325	0.00016
1262	0.08768	5.96849	0.93343	0.00892	0.08004
1263	0.2075	7.08708	0.96254	0.13438	0.04019
1264	0.13979	8.11365	0.97066	0.09138	0.02015
1265	0.10778	8.34478	0.95469	0.04719	0.0102
1266	0.05927	8.13115	0.97297	0.02452	0.0053
1267	0.04517	7.68782	0.981	0.02208	0.00308
1268	0.04248	7.08099	0.97543	0.01513	0.00241
1269	0.03336	7.38449	0.98319	0.01504	0.00145
1270	0.02933	7.47605	0.98322	0.01113	0.00103
1271	0.02321	8.63612	0.99079	0.01322	0.00054
1272	0.01335	9.83614	0.9939	0.00686	0.00028
1273	0.03435	8.22229	0.97115	0.00355	0.00201
1274	0.17387	8.68038	0.98258	0.11923	0.00118
1275	0.2234	8.30032	0.92758	0.06131	0.0018
1276	0.05848	7.89541	0.99369	0.04878	0.00052
1277	0.03523	7.9819	0.99492	0.02839	0.00046
1278	0.0201	8.16341	0.99688	0.01609	0.0004
1279	0.01644	8.23079	0.99649	0.01244	0.00038
1280	0.04479	6.47106	0.96802	0.00846	0.00704
1281	0.25048	7.9542	0.98359	0.17658	0.00359
1282	0.1315	9.50291	0.98784	0.09053	0.00182
1283	0.0867	10.43963	0.97485	0.04545	0.00093
1284	0.0545	9.72148	0.97769	0.02332	0.00065
1285	0.03352	8.63364	0.98634	0.01538	0.00076
1286	0.05214	9.06028	0.9818	0.03061	0.00045
1287	0.03906	9.16036	0.98156	0.01779	0.0003
1288	0.14035	6.2826	0.90075	0.0122	0.03973
1289	1.00189	6.46374	0.94917	0.39823	0.02093
1290	0.57541	7.7461	0.94149	0.22942	0.01053
1291	0.29508	8.29758	0.96654	0.11784	0.00534
1292	0.23167	7.59619	0.93206	0.06077	0.00321
1293	0.10839	6.1502	0.95398	0.0556	0.00291
1294	0.19046	7.59239	0.97514	0.14188	0.00154
1295	0.12203	8.37125	0.96571	0.07471	0.00083
1296	0.20517	6.93761	0.90536	0.04458	0.00263
1297	0.3012	7.11856	0.93005	0.13863	0.00207
1298	0.29851	6.54127	0.86921	0.07977	0.00594
1299	0.21605	7.71748	0.93242	0.09905	0.00319
1300	0.17128	8.08155	0.93908	0.05734	0.0019
1301	0.09535	7.80797	0.96535	0.03412	0.00136
1302	0.06067	7.74337	0.98109	0.02827	0.00098
1303	0.09074	7.04617	0.95108	0.0292	0.00156
1304	0.09295	8.06796	0.97372	0.05264	0.00094
1305	0.06323	8.43087	0.97557	0.03111	0.00076
1306	0.04819	8.94595	0.98305	0.02707	0.00045
1307	0.07222	7.0958	0.95064	0.0167	0.00414
1308	0.35927	7.68652	0.97341	0.22014	0.00222
1309	0.19994	8.63758	0.9786	0.12191	0.00115
1310	0.33406	7.53689	0.82354	0.00161	0.0006
1311	0.17422	6.83225	0.90874	0.00491	0.00205
1312	0.11837	6.87316	0.95233	0.03075	0.00187
1313	0.07749	7.45132	0.97091	0.02818	0.00121
1314	0.047	7.9143	0.98039	0.01721	0.00078
1315	0.04606	7.20405	0.97375	0.01142	0.00116
1316	0.06189	8.40618	0.98352	0.03983	0.00062
1317	0.03963	9.41965	0.98406	0.02076	0.00033
1318	0.06998	7.74143	0.95044	0.01098	0.00391
1319	0.24724	8.54576	0.9699	0.15956	0.00201
1320	0.12939	9.43901	0.98216	0.0827	0.00104
1321	0.31715	7.56479	0.82042	0.04333	0.01836
1322	0.56141	7.42237	0.90841	0.18353	0.00953
1323	0.2994	7.97845	0.94501	0.10101	0.00496
1324	0.40773	6.50767	0.839	0.076	0.01115
1325	0.52658	7.78131	0.91823	0.24695	0.00566
1326	0.3502	8.52222	0.89173	0.12485	0.00289
1327	0.10336	7.57145	0.91414	0.00202	0.00066
1328	0.06776	6.79066	0.9444	0.0039	0.00205
1329	0.09119	6.84523	0.96516	0.04877	0.00156
1330	0.07054	7.06036	0.96685	0.033	0.00123
1331	0.06598	6.77802	0.9616	0.02421	0.00143
1332	0.09494	7.84583	0.9648	0.05468	0.00079
1333	0.20806	5.96357	0.87472	0.02892	0.02054
1334	0.73132	6.29044	0.86736	0.31386	0.01097
1335	0.43923	7.32359	0.9033	0.19001	0.00562
1336	0.24541	7.7914	0.93028	0.09806	0.00296
1337	0.455	5.62282	0.78238	0.05221	0.01868
1338	0.69185	5.79167	0.86949	0.30793	0.0111
1339	0.40682	6.68645	0.91522	0.19206	0.00592
1340	0.23577	7.22531	0.93186	0.10037	0.00325
1341	0.25222	6.29907	0.88342	0.05265	0.00436
1342	0.17117	5.9129	0.93731	0.06375	0.00486
1343	0.2509	6.231	0.90298	0.10382	0.00326
1344	0.12696	5.76688	0.89658	0.00945	0.00718
1345	0.13884	6.83454	0.94591	0.06234	0.00387
1346	0.09207	7.55697	0.95728	0.03757	0.0027
1347	0.49502	5.24006	0.76061	0.04292	0.13063
1348	0.95451	5.50607	0.87963	0.34376	0.06721
1349	0.52929	6.65784	0.91646	0.19774	0.03399
1350	0.30439	7.20182	0.92825	0.10453	0.01731
1351	0.2671	6.19033	0.87976	0.06046	0.0125
1352	0.21453	6.2488	0.93041	0.09372	0.0087
1353	0.14511	6.7097	0.94662	0.06492	0.00558
1354	0.10282	6.78856	0.9611	0.0482	0.0036
1355	0.45456	4.41517	0.83846	0.05096	0.0813
1356	0.86876	4.9896	0.91827	0.34177	0.04284
1357	0.53103	6.32807	0.92748	0.2259	0.02175
1358	0.36697	6.63233	0.88679	0.11754	0.01156
1359	0.32992	5.39904	0.86069	0.09853	0.01527
1360	0.39676	6.4102	0.92317	0.22777	0.00797
1361	0.1099	8.35816	0.94136	0.0224	0.00026
1362	0.39617	5.78924	0.77388	0.01445	0.03251
1363	0.74026	6.07085	0.87996	0.30087	0.01824
1364	0.7763	6.33948	0.78013	0.25058	0.0099
1365	0.68349	5.33954	0.7233	0.16778	0.01216
1366	0.49506	5.90157	0.82897	0.18617	0.00694
1367	0.31691	6.87749	0.88976	0.1339	0.00368
1368	0.22646	6.81978	0.90106	0.08444	0.00249
1369	0.18826	5.87227	0.90706	0.0557	0.00565
1370	0.26525	6.70248	0.91071	0.12068	0.00322
1371	0.15291	7.64069	0.93815	0.06276	0.00172
1372	0.09685	7.65112	0.95034	0.0321	0.00127
1373	0.05742	7.25692	0.97233	0.02211	0.00144
1374	0.07099	7.07886	0.96684	0.02989	0.00251
1375	0.06854	7.83923	0.9701	0.032	0.00141
1376	0.09877	6.17489	0.93735	0.01677	0.02099
1377	0.38456	7.229	0.9678	0.20314	0.01064
1378	0.02328	9.4624	0.99027	0.01326	0.00011
1379	0.03023	9.34997	0.979	0.00762	0.00021
1380	0.0552	7.96885	0.95368	0.00507	0.00121
1381	0.06491	7.63259	0.97074	0.03218	0.00153
1382	0.11621	7.99343	0.95673	0.05927	0.00093
1383	0.12344	6.98471	0.92858	0.0339	0.00271
1384	0.10679	7.35167	0.95175	0.04777	0.00167
1385	0.08393	7.64924	0.95665	0.03359	0.00111
1386	0.05972	7.79813	0.96733	0.023	0.00086
1387	0.03837	8.04328	0.98182	0.0181	0.00057
1388	0.03817	7.57654	0.97776	0.01335	0.00086
1389	0.04733	8.22894	0.98227	0.02712	0.00057
1390	0.03035	9.27282	0.98972	0.01877	0.00033
1391	0.02174	9.81415	0.98924	0.01023	0.00023
1392	0.01244	9.85118	0.99352	0.00558	0.00018
1393	0.00858	9.47476	0.99543	0.0038	0.00017
1394	0.00905	8.48951	0.99405	0.00287	0.00039
1395	0.02085	10.23448	0.99757	0.01813	4e-05
1396	0.01551	10.86547	0.99391	0.00919	3e-05
1397	0.00841	11.17778	0.99639	0.00468	3e-05
1398	0.00443	11.03306	0.99801	0.00238	3e-05
1399	0.00243	10.68322	0.99886	0.00127	5e-05
1400	0.00147	10.43649	0.99926	0.00071	6e-05
1401	0.00107	10.21244	0.99941	0.00048	6e-05
1402	0.00091	10.45371	0.99957	0.00047	4e-05
1403	0.00059	10.99554	0.99974	0.00033	3e-05
1404	0.00047	11.56032	0.99977	0.00023	2e-05
1405	0.00033	11.98175	0.99984	0.00017	1e-05
1406	0.00028	12.12813	0.99983	0.00011	1e-05
1407	0.00033	11.77255	0.99975	8e-05	1e-05
1408	0.00043	12.73702	0.9998	0.00023	1e-05
1409	0.00032	13.27762	0.99981	0.00012	0.0
1410	0.00026	12.73785	0.99981	7e-05	0.0
1411	0.00036	13.39537	0.99988	0.00023	1e-05
1412	0.00045	14.81951	0.9997	0.00015	0.0
1413	0.00029	14.37798	0.99979	8e-05	0.0
1414	0.00111	10.63654	0.99895	6e-05	0.00117
1415	0.40585	10.63758	0.99944	0.23024	0.00061
1416	0.20816	10.86374	0.99958	0.12014	0.00035
1417	0.10511	11.14672	0.99954	0.06084	0.0002
1418	0.05578	11.32203	0.99727	0.03111	0.00016
1419	0.05276	10.00843	0.9783	0.01885	0.00051
1420	0.0607	8.84103	0.96456	0.01581	0.0007
1421	0.04991	8.65614	0.98103	0.02558	0.00075
1422	0.03019	9.28418	0.98914	0.01661	0.00077
1423	0.01791	9.59308	0.99319	0.00973	0.00063
1424	0.02425	9.03259	0.98427	0.00666	0.00113
1425	0.01812	7.67648	0.98736	0.00448	0.00181
1426	0.06709	8.97398	0.98292	0.04575	0.00097
1427	0.03561	10.43016	0.98962	0.02309	0.00049
1428	0.04131	10.42329	0.97321	0.01159	0.00029
1429	0.00113	8.29	0.99974	0.00087	0.00071
1430	0.00911	8.75882	0.99936	0.00838	0.00042
1431	0.00911	9.45366	0.99929	0.00833	0.00023
1432	0.00654	9.91572	0.99793	0.00442	0.00014
1433	0.01676	8.03365	0.98631	0.00246	0.00125
1434	0.02838	8.5912	0.99112	0.01879	0.00069
1435	0.01641	9.39487	0.99461	0.01065	0.00036
1436	0.02025	8.72291	0.98678	0.0055	0.00036
1437	0.01629	8.8921	0.99324	0.00871	0.00025
1438	0.01517	9.15398	0.99194	0.00661	0.00017
1439	0.02381	9.71276	0.98622	0.00923	0.00011
1440	0.01929	11.22124	0.99285	0.01163	6e-05
1441	0.01029	12.03423	0.9959	0.00594	3e-05
1442	0.01745	8.52494	0.98637	0.00313	0.00667
1443	0.88784	8.87935	0.99278	0.3661	0.00339
1444	0.48328	9.85977	0.97104	0.19465	0.00172
1445	0.25775	10.09324	0.97135	0.09872	0.00092
1446	1.89362	3.0426	0.35599	0.00529	0.06039
1447	1.34456	4.10318	0.65538	0.2623	0.03456
1448	0.87818	5.52914	0.79715	0.26701	0.01797
1449	0.50412	6.36687	0.86555	0.15547	0.00962
1450	0.2684	6.62978	0.92751	0.08848	0.0057
1451	0.17948	6.53519	0.93022	0.04771	0.00431
1452	0.12738	6.19159	0.9586	0.05347	0.00435
1453	0.20145	5.29181	0.91161	0.0674	0.01009
1454	0.32292	6.4886	0.9535	0.20559	0.00531
1455	0.17873	7.93783	0.96543	0.10744	0.00273
1456	0.17342	7.24376	0.92401	0.05688	0.00284
1457	0.10546	6.44883	0.95657	0.04129	0.00331
1458	0.20045	7.94337	0.97746	0.14617	0.00172
1459	0.28263	7.71033	0.86695	0.07413	0.00125
1460	0.15395	6.4684	0.92629	0.0424	0.00365
1461	0.16115	7.07107	0.96008	0.09481	0.00212
1462	0.08995	7.88263	0.97742	0.05402	0.00117
1463	0.0292	7.76785	0.97346	0.00192	0.00066
1464	0.04445	6.44822	0.96534	0.00685	0.00547
1465	0.09947	7.22024	0.97174	0.06335	0.00296
1466	0.09649	6.94583	0.94805	0.03415	0.00271
1467	0.12765	5.44219	0.92245	0.03342	0.01712
1468	0.28284	6.43259	0.95594	0.17996	0.00894
1469	0.14902	7.8265	0.97484	0.0944	0.00456
1470	0.30741	7.49019	0.85256	0.04742	0.0031
1471	0.16655	5.83598	0.92513	0.03522	0.0096
1472	0.23036	6.6484	0.9592	0.14011	0.0053
1473	0.2315	6.93627	0.90249	0.07315	0.00365
1474	0.12118	7.04604	0.9486	0.03933	0.00282
1475	0.07869	6.75462	0.96586	0.0287	0.00246
1476	0.04829	6.68806	0.9813	0.02158	0.0021
1477	0.0435	6.82901	0.97996	0.0191	0.00165
1478	0.03109	7.72706	0.98855	0.01732	0.00094
1479	0.06541	6.00725	0.95188	0.01013	0.01822
1480	1.24763	8.59417	0.99961	0.49391	0.00022
1481	0.6342	9.11644	0.9912	0.24852	0.00016
1482	0.38294	8.93271	0.9379	0.12464	0.00032
1483	0.21703	8.11376	0.95005	0.06365	0.00182
1484	0.15302	7.2555	0.95108	0.04896	0.00259
1485	0.16571	5.67881	0.91756	0.03309	0.0124
1486	0.23841	6.85868	0.956	0.14251	0.00643
1487	0.13272	8.30832	0.96599	0.07219	0.00324
1488	0.09491	8.98973	0.95779	0.03621	0.00166
1489	0.05377	9.04499	0.97294	0.0182	0.00089
1490	0.03045	8.41833	0.9832	0.00936	0.00067
1491	0.03781	6.70005	0.97219	0.00547	0.00399
1492	0.04289	6.92233	0.986	0.0259	0.00291
1493	0.02966	8.00798	0.99277	0.02083	0.00157
1494	0.02272	8.69878	0.98971	0.01109	0.00088
1495	0.01199	9.03332	0.99462	0.00594	0.00053
1496	0.07135	6.98102	0.93993	0.0033	0.01732
1497	1.08844	7.09803	0.99958	0.55339	0.00144
1498	0.54836	8.14343	0.99908	0.28011	0.00097
1499	0.28485	8.70315	0.9966	0.14761	0.00084
1500	0.14438	9.32773	0.99711	0.07457	0.00052
1501	0.0941	8.73017	0.97995	0.03972	0.00079
1502	0.072	7.68555	0.97591	0.02991	0.00111
1503	0.13735	5.70696	0.94065	0.0271	0.01303
1504	0.63964	6.85006	0.96179	0.34733	0.00689
1505	0.45117	7.70471	0.89988	0.2017	0.00361
1506	0.36144	6.84314	0.85515	0.12221	0.00325
1507	0.34826	7.07062	0.87529	0.15825	0.00207
1508	0.20489	7.70691	0.91908	0.0902	0.00119
1509	0.23036	6.13508	0.85876	0.04967	0.00671
1510	0.16151	6.41459	0.92681	0.06663	0.00419
1511	0.11846	7.15604	0.96142	0.06657	0.00243
1512	0.0739	7.86084	0.96913	0.03486	0.00133
1513	0.0683	6.83341	0.96095	0.02137	0.00271
1514	0.1044	8.29779	0.9954	0.09384	0.00039
1515	0.0606	8.83458	0.99139	0.04853	0.00028
1516	0.13527	7.17173	0.93941	0.02464	0.00252
1517	0.12779	7.05138	0.96899	0.06816	0.00191
1518	0.07113	7.89165	0.98268	0.03944	0.00108
1519	0.04216	8.1875	0.98612	0.02097	0.00069
1520	0.07686	6.65046	0.95102	0.0113	0.00522
1521	0.15309	7.24524	0.96669	0.09488	0.0029
1522	0.08398	8.3525	0.98085	0.05232	0.00151
1523	0.04348	8.89824	0.98989	0.02711	0.00081
1524	0.02493	8.86819	0.99307	0.01486	0.0005
1525	0.03013	7.6624	0.98286	0.01071	0.00114
1526	0.06119	8.29781	0.9792	0.03767	0.00064
1527	0.03775	9.14463	0.98316	0.01939	0.00035
1528	0.05017	7.60657	0.96711	0.01086	0.00188
1529	0.10615	8.29349	0.98244	0.07327	0.00116
1530	0.0596	9.67121	0.98646	0.03835	0.00066
1531	0.03328	9.26881	0.97046	0.00298	0.00081
1532	0.0883	7.72898	0.95736	0.00777	0.00222
1533	0.11575	8.27471	0.97718	0.0681	0.00128
1534	0.08733	9.38122	0.97316	0.04684	0.00067
1535	0.40317	6.49729	0.77789	0.02489	0.03837
1536	0.9247	6.01612	0.88558	0.29579	0.02171
1537	0.54041	7.27144	0.93214	0.20522	0.01109
1538	0.65015	6.26266	0.79749	0.10911	0.01142
1539	0.36985	5.53082	0.88736	0.08403	0.01241
1540	0.63241	6.31567	0.9268	0.29509	0.00687
1541	0.34405	7.46853	0.94387	0.15358	0.00356
1542	0.69229	5.95565	0.72222	0.07855	0.02619
1543	0.76116	4.82522	0.81805	0.2695	0.03048
1544	0.71949	4.36414	0.78337	0.19289	0.03001
1545	0.72993	5.41993	0.83681	0.30213	0.01607
1546	0.58629	5.05795	0.78563	0.18068	0.01488
1547	0.56845	3.65167	0.77038	0.14785	0.06493
1548	0.69871	6.59595	0.99069	0.4605	0.00143
1549	0.50364	6.14638	0.8978	0.24117	0.00254
1550	0.27699	5.7699	0.94081	0.13692	0.00398
1551	0.31127	4.41518	0.87827	0.09854	0.02791
1552	0.42229	5.58552	0.93359	0.24597	0.01462
1553	0.23106	6.96437	0.95395	0.1295	0.00748
1554	0.32598	5.88141	0.8455	0.06642	0.01109
1555	0.44442	3.45911	0.79079	0.07778	0.26197
1556	1.89843	3.87187	0.89513	0.51332	0.14118
1557	1.26511	5.31784	0.84377	0.39354	0.07136
1558	0.71001	6.01362	0.86626	0.20316	0.03634
1559	0.39708	6.03436	0.89674	0.10357	0.01945
1560	0.34591	4.28965	0.86349	0.06297	0.05977
1561	0.42096	4.48162	0.92008	0.20125	0.03698
1562	0.30298	5.78478	0.93226	0.15572	0.01906
1563	0.24694	6.06325	0.88776	0.07904	0.0107
1564	0.20719	4.4405	0.88251	0.04633	0.0462
1565	0.48565	5.34979	0.95771	0.32843	0.00541
1566	0.27036	6.04807	0.96708	0.17939	0.00333
1567	0.33598	4.75689	0.8604	0.09257	0.02563
1568	0.30182	4.68293	0.91726	0.14709	0.01845
1569	0.21835	5.9653	0.9572	0.13409	0.0096
1570	0.13939	6.80377	0.95311	0.06949	0.00509
1571	0.24248	5.2678	0.85252	0.03559	0.01898
1572	0.45647	5.8447	0.92179	0.24179	0.01042
1573	0.28004	6.89177	0.927	0.13507	0.00542
1574	0.17478	7.34138	0.93566	0.07047	0.00293
1575	0.14599	6.41661	0.9176	0.03702	0.00409
1576	0.37234	4.5273	0.82062	0.0911	0.05068
1577	0.46442	5.91084	0.90963	0.23814	0.02571
1578	0.24553	7.59183	0.94637	0.12376	0.01294
1579	0.33089	6.70189	0.82987	0.0628	0.01099
1580	0.36927	5.62115	0.84362	0.10681	0.01341
1581	0.37667	6.63006	0.92093	0.19531	0.00719
1582	0.01143	9.42258	0.99664	0.008	0.0002
1583	0.05594	8.51516	0.95584	0.00555	0.00061
1584	0.05785	7.23134	0.96477	0.01846	0.00215
1585	0.10574	5.27118	0.9291	0.02504	0.02225
1586	0.47739	6.43553	0.96313	0.27778	0.01147
1587	0.26972	7.71287	0.96034	0.14771	0.00582
1588	0.15593	8.11396	0.96088	0.07493	0.00306
1589	0.08606	8.30251	0.97294	0.03795	0.00171
1590	0.49216	5.59833	0.76266	0.0207	0.05446
1591	0.64695	5.30306	0.87714	0.26995	0.03117
1592	0.53457	6.19046	0.89192	0.26111	0.01612
1593	0.39879	6.37295	0.85352	0.13671	0.00908
1594	0.20997	6.47714	0.9196	0.07159	0.00563
1595	0.1415	6.2507	0.95738	0.06759	0.00421
1596	0.13949	5.6298	0.93465	0.05117	0.00785
1597	0.17996	6.60666	0.9664	0.11667	0.00421
1598	0.5385	4.84012	0.76055	0.06199	0.03172
1599	0.27255	4.56638	0.99749	0.21504	0.01324
1600	0.26693	6.01258	0.99743	0.21393	0.00697
1601	0.14309	7.39009	0.9925	0.11024	0.00359
1602	0.25367	6.26607	0.86844	0.05617	0.00808
1603	0.29163	5.57026	0.89859	0.12708	0.00995
1604	0.18079	5.80832	0.9306	0.07863	0.00663
1605	0.13161	6.64541	0.9648	0.07767	0.00371
1606	0.11205	6.6973	0.94432	0.04138	0.0025
1607	0.10587	5.7748	0.94498	0.04076	0.00619
1608	0.06395	6.30668	0.97048	0.02928	0.00375
